634.78405762	2.25490189
634.78869629	2.23529410
634.79241943	2.23529410
634.79241943	2.19607854
634.79638672	2.21568632
634.80041504	2.25490189
634.80456543	2.31372547
634.80871582	2.35294127
634.80871582	2.37254906
634.81268311	2.39215684
634.81695557	2.41176462
634.82092285	2.43137264
634.82092285	2.49019599
634.82495117	2.54901958
634.82904053	2.56862736
634.83343506	2.56862736
634.83770752	2.56862736
634.83770752	2.58823538
634.84130859	2.60784316
634.84533691	2.64705873
634.84979248	2.66666675
634.84979248	2.64705873
634.85388184	2.60784316
634.85815430	2.56862736
634.86187744	2.56862736
634.86596680	2.64705873
634.87005615	2.64705873
634.87408447	2.62745094
634.87829590	2.60784316
634.87829590	2.60784316
634.88232422	2.62745094
634.88665771	2.64705873
634.89056396	2.62745094
634.89477539	2.56862736
634.89892578	2.56862736
634.90295410	2.58823538
634.90716553	2.64705873
634.90716553	2.64705873
634.91113281	2.64705873
634.91528320	2.62745094
634.91949463	2.62745094
634.91949463	2.66666675
634.92340088	2.70588231
634.92742920	2.74509811
634.93151855	2.74509811
634.93560791	2.74509811
634.93560791	2.74509811
634.93988037	2.76470590
634.94403076	2.78431368
634.94793701	2.78431368
634.94793701	2.78431368
634.95196533	2.74509811
634.95599365	2.72549009
634.96020508	2.74509811
634.96429443	2.74509811
634.96429443	2.74509811
634.96832275	2.74509811
634.97241211	2.72549009
634.97674561	2.68627453
634.97674561	2.68627453
634.98065186	2.68627453
634.98474121	2.70588231
634.98883057	2.70588231
634.99304199	2.68627453
634.99304199	2.64705873
634.99707031	2.62745094
635.00115967	2.64705873
635.00524902	2.64705873
635.00524902	2.68627453
635.00933838	2.68627453
635.01354980	2.66666675
635.01751709	2.64705873
635.02172852	2.66666675
635.02172852	2.70588231
635.02575684	2.74509811
635.02978516	2.76470590
635.03405762	2.76470590
635.03405762	2.76470590
635.03814697	2.78431368
635.04229736	2.80392146
635.04620361	2.84313726
635.05029297	2.88235283
635.05438232	2.88235283
635.05865479	2.86274505
635.06268311	2.86274505
635.06268311	2.88235283
635.06671143	2.90196085
635.07086182	2.88235283
635.07482910	2.84313726
635.07934570	2.80392146
635.08306885	2.80392146
635.08752441	2.82352948
635.09124756	2.82352948
635.09124756	2.76470590
635.09552002	2.72549009
635.09954834	2.72549009
635.10351563	2.72549009
635.10778809	2.70588231
635.11206055	2.66666675
635.11584473	2.62745094
635.11993408	2.60784316
635.11993408	2.62745094
635.12451172	2.66666675
635.12823486	2.66666675
635.13226318	2.64705873
635.13226318	2.58823538
635.13641357	2.56862736
635.14038086	2.58823538
635.14453125	2.62745094
635.14880371	2.62745094
635.14880371	2.64705873
635.15283203	2.60784316
635.15704346	2.58823538
635.16149902	2.60784316
635.16149902	2.62745094
635.16558838	2.64705873
635.16912842	2.64705873
635.17352295	2.60784316
635.17742920	2.56862736
635.17742920	2.58823538
635.18182373	2.58823538
635.18566895	2.60784316
635.18975830	2.60784316
635.18975830	2.60784316
635.19378662	2.58823538
635.19781494	2.54901958
635.20208740	2.52941179
635.20599365	2.52941179
635.20599365	2.52941179
635.21014404	2.49019599
635.21417236	2.45098042
635.21844482	2.45098042
635.21844482	2.49019599
635.22235107	2.50980401
635.22656250	2.52941179
635.23059082	2.52941179
635.23474121	2.45098042
635.23876953	2.43137264
635.24334717	2.45098042
635.24694824	2.47058821
635.24694824	2.50980401
635.25134277	2.52941179
635.25524902	2.52941179
635.25994873	2.52941179
635.26336670	2.58823538
635.26770020	2.62745094
635.27172852	2.62745094
635.27569580	2.60784316
635.27569580	2.58823538
635.27972412	2.58823538
635.28393555	2.62745094
635.28808594	2.62745094
635.29217529	2.60784316
635.29614258	2.60784316
635.30023193	2.60784316
635.30432129	2.62745094
635.30432129	2.68627453
635.30853271	2.72549009
635.31250000	2.72549009
635.31671143	2.70588231
635.31671143	2.68627453
635.32080078	2.68627453
635.32476807	2.68627453
635.32904053	2.70588231
635.33325195	2.68627453
635.33325195	2.62745094
635.33721924	2.58823538
635.34130859	2.58823538
635.34521484	2.58823538
635.34521484	2.64705873
635.34930420	2.66666675
635.35345459	2.60784316
635.35766602	2.58823538
635.36193848	2.56862736
635.36193848	2.56862736
635.36572266	2.54901958
635.36981201	2.50980401
635.37554932	2.49019599
635.37554932	2.45098042
635.37799072	2.43137264
635.38220215	2.47058821
635.38635254	2.50980401
635.39038086	2.50980401
635.39038086	2.52941179
635.39471436	2.54901958
635.39868164	2.52941179
635.40270996	2.58823538
635.40270996	2.64705873
635.40673828	2.66666675
635.41082764	2.66666675
635.41503906	2.62745094
635.41918945	2.64705873
635.41918945	2.70588231
635.42303467	2.68627453
635.42736816	2.76470590
635.43127441	2.80392146
635.43127441	2.78431368
635.43530273	2.80392146
635.43945313	2.78431368
635.44366455	2.72549009
635.44769287	2.86274505
635.45178223	2.90196085
635.45599365	2.84313726
635.46014404	2.84313726
635.46014404	2.86274505
635.46411133	2.84313726
635.46813965	2.86274505
635.47241211	2.88235283
635.47637939	2.96078420
635.48059082	2.92156863
635.48449707	2.92156863
635.48864746	3.01960778
635.48864746	3.07843137
635.49285889	3.03921580
635.49682617	3.03921580
635.50091553	3.00000000
635.50091553	3.03921580
635.50500488	3.15686274
635.50921631	3.19607854
635.51324463	3.23529410
635.51727295	3.25490189
635.51727295	3.27450991
635.52142334	3.31372547
635.52557373	3.41176462
635.52972412	3.47058821
635.52972412	3.56862736
635.53356934	3.54901958
635.53765869	3.49019599
635.54278564	3.37254906
635.54602051	3.43137264
635.54602051	3.45098042
635.55004883	3.37254906
635.55413818	3.43137264
635.55834961	3.33333325
635.55834961	3.39215684
635.56256104	3.39215684
635.56671143	3.29411769
635.57086182	3.33333325
635.57464600	3.35294127
635.57464600	3.35294127
635.57897949	3.17647052
635.58331299	3.19607854
635.58721924	3.47058821
635.58721924	3.23529410
635.59118652	3.01960778
635.59527588	3.17647052
635.59948730	3.50980401
635.60333252	3.21568632
635.60333252	3.37254906
635.60736084	3.41176462
635.61157227	3.66666675
635.61566162	3.49019599
635.61566162	3.23529410
635.61968994	3.43137264
635.62390137	3.29411769
635.62786865	4.07843161
635.63208008	3.01960778
635.63635254	3.33333325
635.64086914	2.45098042
635.64471436	1.74509799
635.64471436	1.25490201
635.64892578	0.88235295
635.65289307	0.45098040
635.65734863	0.01960784
635.66088867	0.01960784
635.66528320	0.01960784
635.66906738	0.01960784
635.67309570	0.01960784
635.67309570	0.01960784
635.67718506	0.01960784
635.68127441	0.01960784
635.68536377	0.01960784
635.68945313	0.01960784
635.69348145	0.00000000
635.69769287	0.01960784
635.70172119	0.01960784
635.70172119	0.01960784
635.70581055	0.01960784
635.70996094	0.01960784
635.71405029	0.01960784
635.71405029	0.01960784
635.71807861	0.01960784
635.72229004	0.01960784
635.72644043	0.01960784
635.73138428	0.01960784
635.73138428	0.01960784
635.73474121	0.00000000
635.73858643	0.01960784
635.74279785	0.01960784
635.74279785	0.01960784
635.74676514	0.00000000
635.75097656	0.01960784
635.75494385	0.01960784
635.75915527	0.01960784
635.75915527	0.01960784
635.76318359	0.01960784
635.76727295	0.01960784
635.77160645	0.01960784
635.77160645	0.01960784
635.77532959	0.01960784
635.77954102	0.01960784
635.78356934	0.01960784
635.78802490	0.01960784
635.78802490	0.01960784
635.79180908	0.01960784
635.79650879	0.01960784
635.80017090	0.01960784
635.80017090	0.01960784
635.80413818	0.01960784
635.80816650	0.01960784
635.81231689	0.01960784
635.81634521	0.29411766
635.82043457	0.01960784
635.82470703	0.01960784
635.82885742	0.05882353
635.82885742	0.03921569
