103.53741455	2.72549009
103.53741455	2.92156863
103.54134369	3.00000000
103.54565430	2.96078420
103.54958344	2.88235283
103.54958344	2.76470590
103.55371094	2.70588231
103.55773163	2.64705873
103.56191254	2.47058821
103.56191254	2.25490189
103.56601715	2.01960778
103.57023621	1.86274505
103.57414246	1.86274505
103.57836151	1.96078432
103.58235168	2.03921580
103.58235168	2.13725495
103.58650208	2.13725495
103.59066772	2.19607854
103.59476471	2.31372547
103.59476471	2.39215684
103.59877777	2.50980401
103.60278320	2.52941179
103.60692596	2.49019599
103.60692596	2.47058821
103.61115265	2.49019599
103.61515045	2.52941179
103.61945343	2.64705873
103.62342834	2.64705873
103.62746429	2.58823538
103.62746429	2.52941179
103.63162994	2.50980401
103.63578796	2.52941179
103.63973999	2.60784316
103.63973999	2.64705873
103.64395142	2.66666675
103.64791107	2.60784316
103.65200043	2.56862736
103.65200043	2.54901958
103.65631104	2.58823538
103.66020203	2.64705873
103.66426086	2.62745094
103.66836548	2.54901958
103.67247009	2.45098042
103.67247009	2.49019599
103.67655945	2.60784316
103.68064880	2.66666675
103.68470764	2.66666675
103.68470764	2.60784316
103.68888855	2.54901958
103.69293213	2.54901958
103.69710541	2.60784316
103.69710541	2.68627453
103.70155334	2.68627453
103.70532227	2.68627453
103.70532227	2.64705873
103.70934296	2.62745094
103.71379089	2.62745094
103.71784210	2.64705873
103.71784210	2.72549009
103.72164917	2.70588231
103.72566986	2.68627453
103.72993469	2.58823538
103.72993469	2.60784316
103.73389435	2.62745094
103.73815155	2.72549009
103.74213409	2.76470590
103.74213409	2.74509811
103.74613953	2.66666675
103.75034332	2.62745094
103.75034332	2.64705873
103.75444794	2.72549009
103.75850677	2.80392146
103.76261902	2.82352948
103.76261902	2.78431368
103.76661682	2.74509811
103.77090454	2.70588231
103.77490997	2.70588231
103.77490997	2.72549009
103.77896118	2.80392146
103.78302765	2.82352948
103.78726959	2.74509811
103.78726959	2.68627453
103.79129028	2.58823538
103.79536438	2.58823538
103.79536438	2.64705873
103.79941559	2.72549009
103.80360413	2.70588231
103.80765533	2.58823538
103.80765533	2.50980401
103.81175232	2.49019599
103.81582642	2.50980401
103.82002258	2.62745094
103.82002258	2.62745094
103.82397461	2.54901958
103.82818604	2.47058821
103.83217621	2.43137264
103.83217621	2.39215684
103.83637238	2.45098042
103.84041595	2.45098042
103.84041595	2.45098042
103.84458923	2.39215684
103.84865570	2.33333325
103.85279083	2.25490189
103.85279083	2.27450991
103.85683441	2.31372547
103.86103058	2.33333325
103.86518860	2.31372547
103.86518860	2.29411769
103.86945343	2.23529410
103.87339783	2.23529410
103.87738800	2.31372547
103.88143158	2.35294127
103.88563538	2.35294127
103.88563538	2.29411769
103.88973999	2.23529410
103.89369965	2.25490189
103.89781189	2.31372547
103.89781189	2.39215684
103.90192413	2.43137264
103.90597534	2.41176462
103.91007996	2.35294127
103.91007996	2.33333325
103.91418457	2.31372547
103.91828156	2.37254906
103.92235565	2.37254906
103.92643738	2.31372547
103.93053436	2.25490189
